id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
hjres24,A joint resolution disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,118,5,SJRES,2023-01-31,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hjres24,A joint resolution disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,118,6,SJRES,2023-02-01,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hjres24,"Providing for consideration of the bill (H.R. 185) to terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 24) disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022; and providing for consideration of the joint resolution (H.J. Res. 26) disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.",118,97,HRES,2023-02-07,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hjres24,"Providing for consideration of the bill (H.R. 185) to terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 24) disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022; and providing for consideration of the joint resolution (H.J. Res. 26) disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.",118,97,HRES,2023-02-07,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres25,A joint resolution removing the deadline for the ratification of the Equal Rights Amendment.,118,4,SJRES,2023-04-27,Motion by Senator Schumer to reconsider the vote by which cloture on the motion to proceed to S.J. Res. 4 was not invoked (Record Vote No. 99) entered in Senate.,Identical bill,CRS
hjres25,A joint resolution removing the deadline for the ratification of the Equal Rights Amendment.,118,4,SJRES,2023-04-27,Motion by Senator Schumer to reconsider the vote by which cloture on the motion to proceed to S.J. Res. 4 was not invoked (Record Vote No. 99) entered in Senate.,Related bill,House
hjres26,A joint resolution disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.,118,12,SJRES,2023-02-09,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hjres26,"Providing for consideration of the bill (H.R. 185) to terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 24) disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022; and providing for consideration of the joint resolution (H.J. Res. 26) disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.",118,97,HRES,2023-02-07,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres27,"Providing for consideration of the bill (H.R. 140) to amend title 5, United States Code, to prohibit Federal employees from advocating for censorship of viewpoints in their official capacity, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 27) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to ""Revised Definition of 'Waters of the United States'""; and providing for consideration of the bill (S. 619) to require the Director of National Intelligence to declassify information relating to the origin of COVID-19, and for other purposes.",118,199,HRES,2023-03-08,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hjres27,"Providing for consideration of the bill (H.R. 140) to amend title 5, United States Code, to prohibit Federal employees from advocating for censorship of viewpoints in their official capacity, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 27) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to ""Revised Definition of 'Waters of the United States'""; and providing for consideration of the bill (S. 619) to require the Director of National Intelligence to declassify information relating to the origin of COVID-19, and for other purposes.",118,199,HRES,2023-03-08,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres27,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to ""Revised Definition of 'Waters of the United States'"".",118,7,SJRES,2023-02-13,Star Print ordered on the joint resolution.,Identical bill,CRS
hjres28,"A resolution designating the week of February 6 through 10, 2023, as ""National School Counseling Week"".",118,83,SRES,2023-02-28,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S538; text: CR S536-537)",Related bill,CRS
hjres28,"Expressing support for designation of the week of February 5, 2024, through February 9, 2024, as ""National School Counseling Week"".",118,112,HJRES,2024-02-05,Referred to the House Committee on Education and the Workforce.,Identical bill,CRS
hjres28,"A resolution designating the week of February 5 through 9, 2024, as ""National School Counseling Week"".",118,548,SRES,2024-02-08,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S489; text: CR S500)",Related bill,CRS
hjres29,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to ""Endangered and Threatened Wildlife and Plants; Lesser Prairie-Chicken; Threatened Status with Section 4(d) Rule for the Northern Distinct Population Segment and Endangered Status for the Southern Distinct Population Segment"".",118,9,SJRES,2023-09-28,Failed of passage in Senate over veto by Yea-Nay Vote. 47 - 46. Record Vote Number: 242.,Identical bill,CRS
hjres29,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to ""Endangered and Threatened Wildlife and Plants; Lesser Prairie-Chicken; Threatened Status with Section 4(d) Rule for the Northern Distinct Population Segment and Endangered Status for the Southern Distinct Population Segment"".",118,9,SJRES,2023-09-28,Failed of passage in Senate over veto by Yea-Nay Vote. 47 - 46. Record Vote Number: 242.,Related bill,House
hjres3,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,118,11,HJRES,2023-09-28,Defeated Measure by the Yeas and Nays: 17 - 19.,Related bill,CRS
hjres3,"A joint resolution proposing amendments to the Constitution of the United States relative to the line item veto, a limitation on the number of terms that a Member of Congress may serve, and requiring a vote of two-thirds of the membership of both Houses of Congress on any legislation raising or imposing new taxes or fees.",118,1,SJRES,2023-01-23,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres3,A joint resolution proposing an amendment to the Constitution of the United States relative to limiting the number of terms that a Member of Congress may serve.,118,2,SJRES,2023-01-23,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres30,"Providing for consideration of the bill (H.R. 347) to require the Executive Office of the President to provide an inflation estimate with respect to Executive orders with a significant effect on the annual gross budget, and for other purposes, and providing for consideration of the joint resolution (H.J. Res. 30) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights"".",118,166,HRES,2023-02-28,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres30,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights"".",118,8,SJRES,2023-02-07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hjres31,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Veterans Affairs relating to ""Reproductive Health Services"".",118,10,SJRES,2023-04-19,Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 48 - 51. Record Vote Number: 90.,Identical bill,CRS
hjres32,Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.,118,20,HJRES,2023-01-12,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres32,Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.,118,51,HJRES,2023-04-06,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres33,A joint resolution to acknowledge the courage and sacrifice of veterans of the Vietnam war and formally apologize for the treatment they received upon returning home.,118,17,SJRES,2023-02-16,Read twice and referred to the Committee on Veterans' Affairs.,Related bill,CRS
hjres36,Proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,118,67,HJRES,2023-06-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres36,Proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,118,75,HJRES,2023-06-15,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres39,"Disapproving the rule submitted by the Department of Commerce relating to ""Procedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord With Presidential Proclamation 10414"".",118,22,HJRES,2023-01-26,Referred to the House Committee on Ways and Means.,Identical bill,CRS
hjres39,"A joint resolution disapproving the rule submitted by the Department of Commerce relating to ""Procedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord With Presidential Proclamation 10414"".",118,15,SJRES,2023-02-16,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hjres39,"Providing for consideration of the bill (H.R. 2811) to provide for a responsible increase to the debt ceiling, and for other purposes, and providing for consideration of the joint resolution (H.J. Res. 39) disapproving the rule submitted by the Department of Commerce relating to ""Procedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord With Presidential Proclamation 10414"".",118,327,HRES,2023-04-26,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres41,"A joint resolution disapproving of the rule submitted by the Department of Homeland Security relating to ""Public Charge Ground of Inadmissibility"".",118,18,SJRES,2023-05-22,Held at the desk.,Related bill,CRS
hjres42,"Providing for consideration of the bill (H.R. 734) to amend the Education Amendments of 1972 to provide that for purposes of determining compliance with title IX of such Act in athletics, sex shall be recognized based solely on a person's reproductive biology and genetics at birth, and providing for consideration of the joint resolution (H.J. Res. 42) disapproving the action of the District of Columbia Council in approving the Comprehensive Policing and Justice Reform Amendment Act of 2022.",118,298,HRES,2023-04-18,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres42,A joint resolution disapproving the action of the District of Columbia Council in approving the Comprehensive Policing and Justice Reform Amendment Act of 2022.,118,26,SJRES,2023-05-11,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hjres44,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Justice and the Bureau of Alcohol, Tobacco, Firearms and Explosives relating to ""Factoring Criteria for Firearms With Attached 'Stabilizing Braces'"".",118,20,SJRES,2023-03-15,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres44,"Providing for consideration of the joint resolution (H.J. Res. 44) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Factoring Criteria for Firearms with Attached 'stabilizing braces'""; providing for consideration of the bill (H.R. 277) to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law; providing for consideration of the bill (H.R. 288) to amend title 5, United States Code, to clarify the nature of judicial review of agency interpretations of statutory and regulatory provisions; providing for consideration of the bill (H.R. 1615) to prohibit the use of Federal funds to ban gas stoves; and providing for consideration of the bill (H.R 1640) to prohibit the Secretary of Energy from finalizing, implementing, or enforcing the proposed rule titled ""Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products"", and for other purposes.",118,495,HRES,2023-06-13,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hjres44,"Providing for consideration of the joint resolution (H.J. Res. 44) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Factoring Criteria for Firearms with Attached 'stabilizing braces'""; providing for consideration of the bill (H.R. 277) to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law; providing for consideration of the bill (H.R. 288) to amend title 5, United States Code, to clarify the nature of judicial review of agency interpretations of statutory and regulatory provisions; providing for consideration of the bill (H.R. 1615) to prohibit the use of Federal funds to ban gas stoves; and providing for consideration of the bill (H.R 1640) to prohibit the Secretary of Energy from finalizing, implementing, or enforcing the proposed rule titled ""Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products"", and for other purposes.",118,495,HRES,2023-06-13,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres45,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Waivers and Modifications of Federal Student Loans"".",118,22,SJRES,2023-03-27,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hjres45,"Providing for consideration of the bill (H.R. 467) to amend the Controlled Substances Act with respect to the scheduling of fentanyl-related substances, and for other purposes; providing for consideration of the joint resolution (S.J. Res. 11) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Control of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standards""; and providing for consideration of the joint resolution (H.J. Res. 45) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Waivers and Modifications of Federal Student Loans"".",118,429,HRES,2023-05-23,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hjres45,"Providing for consideration of the bill (H.R. 467) to amend the Controlled Substances Act with respect to the scheduling of fentanyl-related substances, and for other purposes; providing for consideration of the joint resolution (S.J. Res. 11) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Control of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standards""; and providing for consideration of the joint resolution (H.J. Res. 45) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Waivers and Modifications of Federal Student Loans"".",118,429,HRES,2023-05-23,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres46,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Marine Fisheries Service relating to ""Endangered and Threatened Wildlife and Plants; Regulations for Listing Endangered and Threatened Species and Designating Critical Habitat"".",118,23,SJRES,2023-05-15,Held at the desk.,Identical bill,CRS
hjres46,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Marine Fisheries Service relating to ""Endangered and Threatened Wildlife and Plants; Regulations for Listing Endangered and Threatened Species and Designating Critical Habitat"".",118,23,SJRES,2023-05-15,Held at the desk.,Related bill,House
hjres48,Proposing an amendment to the Constitution of the United States providing that the rights protected and extended by the Constitution are the rights of natural persons only.,118,54,HJRES,2023-04-10,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres49,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to ""Endangered and Threatened Wildlife and Plants; Endangered Species Status for Northern Long-Eared Bat"".",118,24,SJRES,2023-09-28,Failed of passage in Senate over veto by Yea-Nay Vote. 47 - 45. Record Vote Number: 243.,Identical bill,CRS
hjres49,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to ""Endangered and Threatened Wildlife and Plants; Endangered Species Status for Northern Long-Eared Bat"".",118,24,SJRES,2023-09-28,Failed of passage in Senate over veto by Yea-Nay Vote. 47 - 45. Record Vote Number: 243.,Related bill,House
hjres50,"Disapproving the rule submitted by the Consumer Financial Protection Bureau relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,66,HJRES,2023-11-28,"Placed on the Union Calendar, Calendar No. 224.",Related bill,CRS
hjres50,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,32,SJRES,2024-01-10,Failed of passage in Senate over veto by Yea-Nay Vote. 54 - 45. Record Vote Number: 5.,Identical bill,CRS
hjres50,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,85,HJRES,2023-08-25,Referred to the House Committee on Financial Services.,Identical bill,CRS
hjres51,Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.,118,32,HJRES,2023-02-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres52,End Endless Wars Act,118,1872,S,2023-06-08,Read twice and referred to the Committee on Foreign Relations.,Related bill,CRS
hjres53,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Control of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standards"".",118,11,SJRES,2023-06-22,Message on Senate action sent to the House.,Identical bill,CRS
hjres54,Proposing an amendment to the Constitution of the United States providing that the rights extended by the Constitution are the rights of natural persons only.,118,48,HJRES,2023-03-30,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres55,Proposing an amendment to the Constitution of the United States relative to balancing the budget.,118,2,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres55,Proposing a balanced budget amendment to the Constitution requiring that each agency and department's funding is justified.,118,19,HJRES,2023-01-12,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres55,Proposing a balanced budget amendment to the Constitution of the United States.,118,21,HJRES,2023-01-12,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres55,A joint resolution proposing an amendment to the Constitution of the United States relative to balancing the budget.,118,13,SJRES,2023-02-09,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres55,Proposing a balanced budget amendment to the Constitution of the United States.,118,12,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Identical bill,CRS
hjres55,Proposing a balanced budget amendment to the Constitution of the United States.,118,15,HJRES,2023-01-11,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres59,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Adverse Effect Wage Rate Methodology for the Temporary Employment of H-2A Nonimmigrants in Non-Range Occupations in the United States"".",118,25,SJRES,2023-04-25,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres6,Proposing a balanced budget amendment to the Constitution of the United States.,118,15,HJRES,2023-01-11,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres61,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of Federal Contract Compliance Programs of the Department of Labor relating to ""Rescission of Implementing Legal Requirements Regarding the Equal Opportunity Clause's Religious Exemption Rule"".",118,27,SJRES,2023-05-11,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hjres61,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of Federal Contract Compliance Programs of the Department of Labor relating to ""Rescission of Implementing Legal Requirements Regarding the Equal Opportunity Clause's Religious Exemption Rule"".",118,36,SJRES,2023-06-22,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hjres62,Providing for the appointment of Antoinette Bush as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,63,HJRES,2023-12-21,Became Public Law No: 118-29.,Related bill,CRS
hjres62,Providing for the reappointment of Roger W. Ferguson as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,64,HJRES,2023-12-21,Became Public Law No: 118-30.,Related bill,CRS
hjres62,A joint resolution providing for the reappointment of Michael Govan as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,29,SJRES,2023-05-16,Read twice and referred to the Committee on Rules and Administration.,Identical bill,CRS
hjres63,Providing for the reappointment of Michael Govan as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,62,HJRES,2023-12-21,Became Public Law No: 118-28.,Related bill,CRS
hjres63,Providing for the reappointment of Roger W. Ferguson as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,64,HJRES,2023-12-21,Became Public Law No: 118-30.,Related bill,CRS
hjres63,A joint resolution providing for the appointment of Antoinette Bush as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,30,SJRES,2023-05-16,Read twice and referred to the Committee on Rules and Administration.,Identical bill,CRS
hjres64,Providing for the reappointment of Michael Govan as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,62,HJRES,2023-12-21,Became Public Law No: 118-28.,Related bill,CRS
hjres64,Providing for the appointment of Antoinette Bush as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,63,HJRES,2023-12-21,Became Public Law No: 118-29.,Related bill,CRS
hjres64,A joint resolution providing for the reappointment of Roger W. Ferguson as a citizen regent of the Board of Regents of the Smithsonian Institution.,118,28,SJRES,2023-05-16,Read twice and referred to the Committee on Rules and Administration.,Identical bill,CRS
hjres66,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,50,HJRES,2023-04-03,Referred to the House Committee on Financial Services.,Related bill,CRS
hjres66,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,32,SJRES,2024-01-10,Failed of passage in Senate over veto by Yea-Nay Vote. 54 - 45. Record Vote Number: 5.,Related bill,CRS
hjres66,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,32,SJRES,2024-01-10,Failed of passage in Senate over veto by Yea-Nay Vote. 54 - 45. Record Vote Number: 5.,Related bill,House
hjres66,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,85,HJRES,2023-08-25,Referred to the House Committee on Financial Services.,Related bill,CRS
hjres67,Proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,118,75,HJRES,2023-06-15,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres67,A joint resolution proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,118,14,SJRES,2023-02-16,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres67,Proposing a balanced budget amendment to the Constitution of the United States.,118,36,HJRES,2023-03-01,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres69,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Federal 'Good Neighbor Plan' for the 2015 Ozone National Ambient Air Quality Standards"".",118,31,SJRES,2023-06-08,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hjres7,"Providing for consideration of the joint resolution (H.J. Res. 7) relating to a national emergency declared by the President on March 13, 2020; providing for consideration of the bill (H.R. 139) to require Executive agencies to submit to Congress a study of the impacts of expanded telework and remote work by agency employees during the COVID-19 pandemic and a plan for the agency's future use of telework and remote work, and for other purposes; providing for consideration of the bill (H.R. 382) to terminate the public health emergency declared with respect to COVID-19; and providing for consideration of the bill (H.R. 497) to eliminate the COVID-19 vaccine mandate on health care providers furnishing items and services under certain Federal health care programs.",118,75,HRES,2023-01-31,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hjres7,"Providing for consideration of the joint resolution (H.J. Res. 7) relating to a national emergency declared by the President on March 13, 2020; providing for consideration of the bill (H.R. 139) to require Executive agencies to submit to Congress a study of the impacts of expanded telework and remote work by agency employees during the COVID-19 pandemic and a plan for the agency's future use of telework and remote work, and for other purposes; providing for consideration of the bill (H.R. 382) to terminate the public health emergency declared with respect to COVID-19; and providing for consideration of the bill (H.R. 497) to eliminate the COVID-19 vaccine mandate on health care providers furnishing items and services under certain Federal health care programs.",118,75,HRES,2023-01-31,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres72,A joint resolution proposing an amendment to the Constitution of the United States to prohibit the use of slavery and involuntary servitude as a punishment for a crime.,118,33,SJRES,2023-06-14,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres73,A joint resolution proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States.,118,34,SJRES,2023-06-14,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres75,Proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,118,67,HJRES,2023-06-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres75,A joint resolution proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.,118,14,SJRES,2023-02-16,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres75,Proposing a balanced budget amendment to the Constitution of the United States.,118,36,HJRES,2023-03-01,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres76,"A joint resolution redesignating the Robert E. Lee Memorial in Arlington National Cemetery as the ""Arlington House National Historic Site"".",118,35,SJRES,2023-06-21,Read twice and referred to the Committee on Energy and Natural Resources. (Sponsor introductory remarks on measure: CR S2188-2189),Related bill,CRS
hjres8,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,118,1,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres8,A joint resolution proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of not more than 9 justices.,118,16,SJRES,2023-02-16,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres8,A joint resolution proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,118,21,SJRES,2023-03-22,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres8,Proposing an amendment to the Constitution of the United States to require that the Supreme Court be composed of not more than nine justices.,118,81,HJRES,2023-07-11,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres80,A joint resolution proposing a balanced budget amendment to the Constitution of the United States.,118,19,SJRES,2023-03-15,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres81,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,118,1,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres81,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,118,8,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres81,A joint resolution proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of not more than 9 justices.,118,16,SJRES,2023-02-16,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres81,A joint resolution proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,118,21,SJRES,2023-03-22,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres82,"A joint resolution expressing the sense of Congress that the article of amendment commonly known as the ""Equal Rights Amendment"" has been validly ratified and is enforceable as the 28th Amendment to the Constitution of the United States, and the Archivist of the United States must certify and publish the Equal Rights Amendment as the 28th Amendment without delay.",118,39,SJRES,2023-07-27,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres83,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by U.S. Citizenship and Immigration Services and the Executive Officer for Immigration Review relating to ""Circumvention of Lawful Pathways"".",118,41,SJRES,2023-07-27,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres84,Original Slavery Remembrance Day Resolution,118,40,SJRES,2023-07-27,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
